activity_id,molregno,assay_id,doc_id,standard_type,standard_relation,standard_value,standard_units,pchembl_value,activity_comment,data_validity_comment,compound_chembl_id,compound_name,max_phase,molecule_type,first_approval,mw_freebase,alogp,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,molecular_species,full_mwt,aromatic_rings,heavy_atoms,num_alerts,assay_type,assay_organism,assay_tissue,assay_cell_type,assay_subcellular_fraction,target_chembl_id,target_name,target_type,target_organism
7774,4061,329,175,IC50,>=,4.155755396283029,nM,9.948989578103484,,,CHEMBL829,Compound_7773,0,Small molecule,,430.66580586753525,2.9380870354535666,1,6,42.268216992102005,9,Y,0,ACID,251.83487899952058,0,15,2,P,Rattus norvegicus,Heart,HEK293,,CHEMBL499,Serotonin transporter,PROTEIN COMPLEX,Homo sapiens
7775,405,845,209,IC50,=,7.94733596825064,nM,6.155491181081411,,,CHEMBL3648,Compound_7774,3,Protein,,340.21312157550216,1.8111599916778673,11,0,33.522802281612826,10,N,0,NEUTRAL,323.2425387226338,0,17,0,A,,,CHO,,CHEMBL1087,Matrix metalloproteinase-9,SINGLE PROTEIN,Homo sapiens
7776,1722,40,204,IC50,<,89.30219009614059,nM,8.924841455492913,,,CHEMBL2332,,3,Small molecule,,393.6543901582789,3.3905996010270565,8,5,110.2638500986376,19,Y,1,NEUTRAL,261.0827577198557,1,58,0,A,Homo sapiens,,HepG2,,CHEMBL282,Cyclin-dependent kinase 2,PROTEIN COMPLEX,Mus musculus
7777,2826,182,7,IC50,=,0.869615052181744,nM,5.473567717266965,,,CHEMBL2458,Compound_7776,2,Small molecule,,474.2530480942914,3.0098430056473027,8,7,99.80151627379018,2,Y,0,BASE,343.8327635843158,3,76,0,F,,Liver,CHO,,CHEMBL289,Serotonin transporter,PROTEIN COMPLEX,Homo sapiens
7778,3846,490,51,IC50,<=,3.1030049038082064,nM,5.13690914880133,,,CHEMBL2909,Compound_7777,0,Small molecule,,150.0,2.284944128981489,11,6,72.10622687403641,1,Y,0,NEUTRAL,260.36431464560496,3,20,1,F,Homo sapiens,Brain,HEK293,,CHEMBL603,Tyrosine-protein kinase ABL1,PROTEIN FAMILY,
7779,4211,209,259,IC50,=,23.87925284070041,nM,5.326527302792053,,,CHEMBL859,,0,Small molecule,,302.23960549828007,4.808364700595735,3,3,40.717970917145756,12,Y,0,ZWITTERION,399.5985605400619,2,67,0,B,Homo sapiens,,CHO,,CHEMBL3442,Epidermal growth factor receptor,CELL-LINE,Homo sapiens
7780,3193,903,178,EC50,>,0.5238082174368284,nM,5.998702211821402,,,CHEMBL2740,,1,Small molecule,,407.7794997277365,4.107002564548449,5,4,56.92831900434323,16,N,1,ACID,353.7787141558962,1,18,0,U,Homo sapiens,Lung,,,CHEMBL292,Matrix metalloproteinase-9,CELL-LINE,Homo sapiens
7781,65,273,410,EC50,=,4.079340239379347,nM,9.093201634820756,,,CHEMBL900,Compound_7780,0,Small molecule,,337.0853313503753,3.971751232918299,6,4,29.990865261729773,13,N,0,ACID,370.1488244322794,3,45,0,B,Homo sapiens,Liver,,,CHEMBL1660,Matrix metalloproteinase-9,SINGLE PROTEIN,Homo sapiens
7782,1300,119,31,IC50,=,23.952759500318614,nM,8.58376104679398,,,CHEMBL2314,,1,Protein,,324.1389864923795,3.682199944624819,4,7,76.73429608122491,9,Y,0,NEUTRAL,160.0,1,59,1,F,,Brain,HEK293,,CHEMBL1354,Tyrosine-protein kinase ABL1,PROTEIN COMPLEX,Homo sapiens
7783,4921,382,356,Ki,=,3.875786690439652,nM,6.612567180418128,,,CHEMBL647,Compound_7782,3,Small molecule,,570.4302381487541,2.1150345484053874,13,5,99.4630621248616,18,Y,0,ZWITTERION,466.0250755175729,2,78,0,B,Rattus norvegicus,,HEK293,,CHEMBL705,Dopamine D2 receptor,PROTEIN COMPLEX,Homo sapiens
7784,1416,946,318,EC50,=,709.0580057205357,nM,5.128535268011128,,,CHEMBL3671,Compound_7783,0,Small molecule,,364.5068147853903,3.3493425388688696,9,0,50.94259574628674,4,N,4,NEUTRAL,172.02377116295673,2,14,0,B,,Brain,HepG2,,CHEMBL4966,Dopamine D2 receptor,SINGLE PROTEIN,Homo sapiens
7785,3594,536,154,Ki,=,85.65429128775864,nM,4.292242267090142,,,CHEMBL1219,,1,Small molecule,,244.0584756475609,2.4795019071017244,5,3,31.935424697149145,9,N,1,ACID,269.9201268429423,2,15,0,A,Mus musculus,Brain,HEK293,,CHEMBL2886,Cannabinoid CB1 receptor,SINGLE PROTEIN,Homo sapiens
7786,969,258,451,Ki,=,49.51428061025353,nM,7.711250427859497,,,CHEMBL88,Compound_7785,1,Small molecule,,247.0459106803853,2.341629967029608,14,4,65.52337488822225,12,N,1,NEUTRAL,440.7697730356574,1,12,0,P,Rattus norvegicus,,HEK293,,CHEMBL2914,Serotonin transporter,SINGLE PROTEIN,Homo sapiens
7787,369,483,364,Ki,=,26.593672405191654,nM,8.240513393849236,,,CHEMBL3439,,0,Small molecule,,306.47551437885085,2.199882711356226,11,0,47.12205695619301,11,Y,0,NEUTRAL,306.74760808981506,2,65,0,B,Homo sapiens,,,,CHEMBL4311,Epidermal growth factor receptor,SINGLE PROTEIN,Homo sapiens
7788,233,509,55,Potency,=,93.08932681586386,nM,7.6368328137366746,,,CHEMBL1950,Compound_7787,3,Small molecule,,328.32153738865924,0.5456821760227053,11,1,56.6275573632974,8,Y,0,NEUTRAL,417.67088367205264,2,41,0,B,Homo sapiens,,CHO,,CHEMBL1434,Matrix metalloproteinase-9,SINGLE PROTEIN,Homo sapiens
7789,2243,92,156,IC50,=,22.54768779552334,nM,7.007525466349096,,,CHEMBL361,Compound_7788,1,Small molecule,,420.82580860903806,-0.3710095568515799,3,5,98.87836986716428,8,Y,0,ZWITTERION,414.23153824387146,2,47,0,U,Rattus norvegicus,Lung,,,CHEMBL3823,Cannabinoid CB1 receptor,PROTEIN FAMILY,Homo sapiens
7790,3084,979,44,IC50,=,2.766465878580833,nM,9.837175876321414,,,CHEMBL116,Compound_7789,4,Oligosaccharide,,310.8555383270498,6.196253132541149,14,0,49.94628576982913,16,Y,1,NEUTRAL,346.17930485580945,2,63,0,F,Mus musculus,Lung,,,CHEMBL1065,Cyclin-dependent kinase 2,SINGLE PROTEIN,Mus musculus
7791,921,161,81,IC50,=,39.78930825933917,nM,4.147981463861489,,,CHEMBL3504,,1,Small molecule,,335.7560358960999,5.461310197264239,1,2,74.56844550655319,12,Y,2,NEUTRAL,352.5598933127724,4,21,0,A,Homo sapiens,,HepG2,,CHEMBL2046,Vascular endothelial growth factor receptor 2,PROTEIN COMPLEX,Mus musculus
7792,689,149,166,EC50,=,4.80042991248032,nM,9.930449488916262,,,CHEMBL2539,Compound_7791,4,Small molecule,,568.7606813688756,4.434952032779056,11,1,77.28182927493768,3,Y,1,NEUTRAL,332.169886481965,3,41,0,F,Rattus norvegicus,Heart,,,CHEMBL1713,Epidermal growth factor receptor,CELL-LINE,Mus musculus
7793,4273,117,495,IC50,>=,47.30881061976394,nM,5.657887369897155,,,CHEMBL4881,,2,Small molecule,,336.91145806718055,0.988807142757153,1,5,79.72146984760234,4,Y,1,NEUTRAL,256.9006224637076,4,71,0,B,Mus musculus,Heart,HEK293,,CHEMBL3396,Cyclin-dependent kinase 2,SINGLE PROTEIN,Homo sapiens
7794,1470,458,30,EC50,<,36.26242508107408,nM,6.29886865497504,,,CHEMBL480,Compound_7793,2,Small molecule,,372.1017472970637,0.7975206103827441,13,3,55.11926312022181,4,Y,4,NEUTRAL,397.83110816589675,4,13,0,B,Mus musculus,Heart,HepG2,,CHEMBL4883,Epidermal growth factor receptor,SINGLE PROTEIN,
7795,4726,565,322,IC50,<,5.6823064847619404,nM,8.515203669230258,,,CHEMBL3496,Compound_7794,0,Oligosaccharide,,390.59433632547234,3.0995941576241646,1,3,80.8033810918197,5,N,1,NEUTRAL,361.0023210418551,3,18,0,B,Rattus norvegicus,Heart,HEK293,,CHEMBL3605,Matrix metalloproteinase-9,SINGLE PROTEIN,Homo sapiens
7796,4260,814,136,Ki,=,1232.6586862184156,nM,5.362689378866689,,,CHEMBL996,Compound_7795,4,Oligosaccharide,,485.68813169131533,2.4138569061267483,2,1,62.30394296337363,3,Y,1,NEUTRAL,474.82245881098635,4,69,0,P,,,HEK293,,CHEMBL207,Histone deacetylase 1,SINGLE PROTEIN,Homo sapiens
7797,3623,45,14,Ki,=,257.0246847409249,nM,8.259097708255064,,,CHEMBL3808,,1,Protein,,444.69237977750373,0.7858627687648072,4,6,51.39558644852657,4,Y,0,NEUTRAL,405.24734918417795,1,12,0,P,Homo sapiens,Lung,CHO,,CHEMBL2247,Acetylcholinesterase,PROTEIN COMPLEX,Mus musculus
7798,2101,777,357,IC50,>=,17.995674191497997,nM,5.9953055875222905,,,CHEMBL3771,,2,Small molecule,,392.03217281169873,3.0046218245064935,14,0,88.66139342437538,10,Y,0,NEUTRAL,307.4290568349979,3,12,0,B,Mus musculus,,HEK293,,CHEMBL2171,Cannabinoid CB1 receptor,PROTEIN COMPLEX,Homo sapiens
7799,2266,998,483,EC50,=,55.41521642664465,nM,9.643348998159418,,,CHEMBL1146,Compound_7798,4,Small molecule,,296.13936615381544,3.2483324776951097,12,2,51.31251731139286,17,N,0,ACID,382.03063081298274,0,32,0,F,Mus musculus,Heart,HEK293,,CHEMBL1749,Serotonin transporter,SINGLE PROTEIN,
7800,3790,774,106,Kd,>,39.18041310123768,nM,5.030243814275673,,,CHEMBL4009,Compound_7799,3,Small molecule,,401.55899815139276,1.1642760033914907,12,3,101.09682162056636,10,Y,2,BASE,483.9096760188226,3,16,0,U,Mus musculus,Heart,HEK293,,CHEMBL531,Matrix metalloproteinase-9,SINGLE PROTEIN,Homo sapiens
7801,824,819,359,Ki,=,6.8079652112136175,nM,9.5907036320841,,,CHEMBL4804,,1,Protein,,533.8554417992325,4.235996997588126,7,4,57.1320014084575,11,Y,0,NEUTRAL,326.62479621875036,4,10,0,F,Homo sapiens,,HEK293,,CHEMBL1809,Cannabinoid CB1 receptor,SINGLE PROTEIN,Mus musculus
7802,3432,234,318,IC50,=,62.95103435747853,nM,8.746440288669358,,,CHEMBL2749,Compound_7801,3,Small molecule,,298.61951935735453,2.323073667696422,6,6,70.13102155017145,11,Y,0,NEUTRAL,427.52574074131667,3,75,0,B,Rattus norvegicus,,CHO,,CHEMBL2030,Matrix metalloproteinase-9,SINGLE PROTEIN,Mus musculus
7803,4152,375,75,Kd,=,13.554148246374083,nM,5.021418003216052,,,CHEMBL2309,,2,Small molecule,,382.42226028108405,1.8699579262386408,11,0,21.952341138450784,4,Y,0,NEUTRAL,266.41535620301346,4,21,1,U,Homo sapiens,Brain,HepG2,,CHEMBL804,Cyclin-dependent kinase 2,SINGLE PROTEIN,Mus musculus
7804,4214,547,447,IC50,<=,1.2126531937614875,nM,6.325780340835513,,,CHEMBL7,,0,Small molecule,,360.7895124155387,2.461761288295951,12,4,56.36981406747779,11,N,4,ACID,522.2112161706807,2,54,0,F,Homo sapiens,,HepG2,,CHEMBL4129,Acetylcholinesterase,SINGLE PROTEIN,Homo sapiens
7805,798,850,79,EC50,=,7.22238467089802,nM,4.625778167532236,,,CHEMBL4967,,1,Oligosaccharide,,323.8795813277378,0.5052189381639935,10,3,34.463164647292935,9,N,1,NEUTRAL,444.47916096628165,3,13,1,B,Rattus norvegicus,Liver,CHO,,CHEMBL3073,Vascular endothelial growth factor receptor 2,CELL-LINE,Homo sapiens
7806,780,949,194,IC50,=,7.309929636054566,nM,7.598323395665795,,,CHEMBL1926,,1,Protein,,405.9723475603019,3.712065010279605,9,6,99.2638089866171,13,Y,0,NEUTRAL,387.71882113125497,2,67,0,F,Homo sapiens,Lung,CHO,,CHEMBL1796,Serotonin transporter,SINGLE PROTEIN,Mus musculus
7807,2851,915,485,Potency,<,0.4191678194430516,nM,9.763166892046673,,,CHEMBL2076,Compound_7806,2,Antibody,,412.43534395748037,3.389602350027558,5,3,29.849024935771595,16,Y,0,ACID,347.9290150517476,1,57,0,P,,,HepG2,,CHEMBL2432,Epidermal growth factor receptor,PROTEIN COMPLEX,Mus musculus
7808,2893,197,363,IC50,=,290.0328172792159,nM,4.475385444207816,,,CHEMBL4921,,3,Small molecule,,403.46802862431065,0.7579913628789603,11,3,101.96014819573196,15,Y,0,NEUTRAL,242.81430414741448,2,20,1,A,Homo sapiens,Liver,HepG2,,CHEMBL1678,Cyclin-dependent kinase 2,SINGLE PROTEIN,Homo sapiens
7809,1894,25,96,IC50,=,7.017640213506046,nM,5.548680781226484,,,CHEMBL1855,Compound_7808,3,Small molecule,,255.20330086810665,3.3174132732174626,3,0,98.36385677958903,3,Y,0,NEUTRAL,404.3370281222207,1,39,2,F,Homo sapiens,,CHO,,CHEMBL3192,Vascular endothelial growth factor receptor 2,SINGLE PROTEIN,Homo sapiens
7810,3307,395,40,Potency,=,9.440763625162495,nM,8.532140682559614,,,CHEMBL4518,,1,Small molecule,,247.90279583125968,1.1933084418053492,10,7,49.49501899877335,18,Y,0,NEUTRAL,317.1000542982975,2,44,3,A,Homo sapiens,,CHO,,CHEMBL1012,Cyclin-dependent kinase 2,SINGLE PROTEIN,Homo sapiens
7811,2903,714,256,EC50,=,1811.2439746910247,nM,6.749893653102051,,,CHEMBL723,Compound_7810,4,Small molecule,,353.925518322765,0.7961605702499994,1,2,44.726388363632815,13,N,0,NEUTRAL,334.7549150031325,1,72,0,U,Mus musculus,Heart,HepG2,,CHEMBL3400,Cyclin-dependent kinase 2,PROTEIN COMPLEX,Mus musculus
7812,4804,785,397,Ki,<,2.859528368265791,nM,6.033733949813014,,,CHEMBL4588,,0,Antibody,,260.8446927393509,2.5714791643168287,12,1,54.89081407409678,10,Y,2,ACID,371.08917475070706,5,19,1,F,Homo sapiens,Heart,HepG2,,CHEMBL2397,Cyclin-dependent kinase 2,PROTEIN COMPLEX,Homo sapiens
7813,3719,36,107,IC50,>=,16.628491831679753,nM,7.607143487482472,,,CHEMBL1804,Compound_7812,2,Small molecule,,301.9689367212957,4.173880520464973,9,0,51.01187004170694,7,Y,1,BASE,388.1008930688175,3,76,0,F,Homo sapiens,,CHO,,CHEMBL528,Dopamine D2 receptor,PROTEIN FAMILY,Homo sapiens
7814,22,474,17,EC50,=,0.8363189625896632,nM,5.763826310543095,,,CHEMBL3430,,1,Protein,,395.79678751873615,-0.7689947429051256,9,2,73.8393462893267,16,Y,3,NEUTRAL,336.0124953180211,0,45,0,B,,Liver,,,CHEMBL1525,Tyrosine-protein kinase ABL1,SINGLE PROTEIN,Homo sapiens
7815,1501,223,15,Potency,=,5.583239499905105,nM,5.973143897812156,,,CHEMBL2771,,0,Small molecule,,319.5280601433113,1.7347272213512788,8,4,59.08315229431349,2,Y,0,BASE,362.44814221221935,4,19,0,P,Homo sapiens,,CHO,,CHEMBL2023,Histone deacetylase 1,SINGLE PROTEIN,
7816,843,864,417,EC50,=,7.081006616389827,nM,8.83666919405047,,,CHEMBL3553,,0,Small molecule,,474.9326195526468,6.853982547479834,12,5,76.07629606730634,1,Y,1,NEUTRAL,309.0667582640378,3,29,0,B,Mus musculus,,HEK293,,CHEMBL1637,Matrix metalloproteinase-9,SINGLE PROTEIN,Mus musculus
7817,1761,789,499,Kd,=,188.67740057486196,nM,6.349503293729969,,,CHEMBL4397,,1,Small molecule,,287.9752820318622,1.2973818872542477,3,0,66.65356256981903,10,N,1,NEUTRAL,271.37021005127923,2,44,0,B,Homo sapiens,Brain,CHO,,CHEMBL2471,Serotonin transporter,SINGLE PROTEIN,Homo sapiens
7818,3642,530,272,Potency,=,3.7888755592432757,nM,8.203344024695543,,,CHEMBL3461,,1,Small molecule,,424.9638910058962,4.507446414950934,10,2,111.32356761676343,8,Y,0,NEUTRAL,275.22650511050136,1,53,0,P,Mus musculus,Heart,,,CHEMBL857,Epidermal growth factor receptor,SINGLE PROTEIN,Mus musculus
7819,192,188,499,Ki,=,110.04047494676723,nM,4.904576462232057,,,CHEMBL4161,,0,Small molecule,,326.89724872688646,0.7182915251334681,1,3,95.37923404665531,7,Y,1,NEUTRAL,377.0412277994657,3,47,0,A,Homo sapiens,Heart,HEK293,,CHEMBL555,Vascular endothelial growth factor receptor 2,PROTEIN COMPLEX,
7820,396,402,13,IC50,=,4447.593789501903,nM,6.392926515629472,,,CHEMBL4259,,0,Protein,,358.18673281191013,3.189456244769701,14,2,52.96711771764626,0,Y,2,NEUTRAL,225.3850645052631,2,77,0,B,Homo sapiens,Brain,HEK293,,CHEMBL1559,Vascular endothelial growth factor receptor 2,SINGLE PROTEIN,Homo sapiens
7821,4663,257,247,IC50,=,665.4878699267027,nM,7.31152407509264,,,CHEMBL3951,Compound_7820,1,Small molecule,,383.95504856533563,2.169034908748234,0,5,90.26861456140257,3,Y,1,NEUTRAL,502.90929388948666,1,65,0,B,Homo sapiens,Heart,HepG2,,CHEMBL3365,Cyclin-dependent kinase 2,CELL-LINE,Homo sapiens
7822,4327,654,214,IC50,>=,0.0669112675501056,nM,5.603782910516598,,,CHEMBL2719,Compound_7821,4,Small molecule,,188.58809766047483,2.868102830647687,11,2,48.899071503046855,2,Y,0,ACID,496.9446869191903,2,31,0,A,Rattus norvegicus,,CHO,,CHEMBL1042,Dopamine D2 receptor,PROTEIN COMPLEX,Homo sapiens
7823,874,136,151,EC50,>,53.96345326967379,nM,6.529608820210934,,,CHEMBL1270,Compound_7822,2,Protein,,386.8269443308485,1.2066120447208122,10,3,44.03261292944438,11,Y,0,NEUTRAL,348.57491689764885,1,33,0,B,Mus musculus,,HepG2,,CHEMBL405,Dopamine D2 receptor,SINGLE PROTEIN,Homo sapiens
7824,2622,962,292,Potency,=,465.3396671349841,nM,8.558942589200363,,,CHEMBL424,Compound_7823,0,Small molecule,,502.0080159882966,1.4465963614596546,5,5,87.74168829937705,0,Y,0,NEUTRAL,284.66267055056454,0,67,0,B,,,HepG2,,CHEMBL1704,Acetylcholinesterase,SINGLE PROTEIN,Homo sapiens
7825,4336,819,43,EC50,=,3.8332957171061497,nM,4.969028297100625,,,CHEMBL2659,,4,Small molecule,,383.4750612360412,3.744407965292572,13,1,108.846672083686,2,N,0,ZWITTERION,257.9802084069989,3,46,2,F,,Brain,CHO,,CHEMBL2003,Acetylcholinesterase,SINGLE PROTEIN,Mus musculus
7826,90,591,434,Potency,=,16.93889931506527,nM,7.004507234200708,,,CHEMBL2749,,2,Small molecule,,311.476972955662,4.196036141196077,6,6,94.70868887593647,14,Y,1,NEUTRAL,324.88752264787314,1,67,0,B,Rattus norvegicus,Brain,,,CHEMBL3263,Cyclin-dependent kinase 2,CELL-LINE,Homo sapiens
7827,2280,444,114,Kd,>,10.740777779954788,nM,5.570691364836962,,,CHEMBL4818,Compound_7826,2,Small molecule,,560.9429822349585,1.7389797035173038,6,1,90.16979506494519,1,Y,0,BASE,341.5027668277263,1,54,0,B,,Liver,CHO,,CHEMBL3025,Serotonin transporter,CELL-LINE,Homo sapiens
7828,457,418,330,Potency,>=,135.5528491232642,nM,6.461429553653651,,,CHEMBL2780,,4,Small molecule,,286.3798624957281,2.887097547438814,4,2,115.68376400647489,0,Y,3,NEUTRAL,276.61311103747903,3,28,1,A,Homo sapiens,Brain,HEK293,,CHEMBL3044,Matrix metalloproteinase-9,SINGLE PROTEIN,Mus musculus
7829,2281,292,81,Potency,>,7.743242261359788,nM,6.252325568449971,,,CHEMBL4510,Compound_7828,3,Small molecule,,323.69350751284037,5.3285982564310475,11,4,85.45632598660862,6,Y,0,ACID,434.26613770715824,4,46,0,F,Homo sapiens,Heart,HEK293,,CHEMBL3339,Cannabinoid CB1 receptor,PROTEIN FAMILY,Mus musculus
7830,4450,574,350,Ki,=,917.9840538334321,nM,7.932042406348162,,,CHEMBL552,Compound_7829,2,Antibody,,459.46564527790144,3.4494485392564194,6,5,70.160012846889,15,Y,0,NEUTRAL,334.4927339691648,2,17,3,B,Homo sapiens,Heart,HepG2,,CHEMBL1194,Cannabinoid CB1 receptor,SINGLE PROTEIN,
7831,1005,129,141,Kd,=,234.73491797735062,nM,8.603007470706338,,,CHEMBL913,,0,Protein,,399.6073418342353,4.225531357258022,4,2,78.30340905527603,1,N,0,NEUTRAL,420.6475883940381,1,76,0,A,,,HEK293,,CHEMBL1871,Epidermal growth factor receptor,PROTEIN FAMILY,Homo sapiens
7832,4535,341,30,Ki,>=,0.8722781656554733,nM,6.998426136143195,,,CHEMBL4169,Compound_7831,1,Small molecule,,446.1814658075392,0.8368541084774064,14,4,48.009257629970996,11,Y,0,BASE,313.35321098627435,2,47,0,B,Homo sapiens,,,,CHEMBL356,Matrix metalloproteinase-9,SINGLE PROTEIN,Homo sapiens
7833,345,810,441,Ki,>,0.8942543385422594,nM,4.99951265708875,,,CHEMBL1383,,3,Small molecule,,382.946299008858,-0.015901882152273394,6,3,70.52066004162741,18,Y,0,BASE,330.84362256099183,2,58,2,A,Homo sapiens,Heart,CHO,,CHEMBL1715,Matrix metalloproteinase-9,SINGLE PROTEIN,
7834,2712,257,494,Ki,>,30.56670681958779,nM,9.211748217594579,,,CHEMBL406,,0,Small molecule,,443.8889251718548,1.0863670928795544,4,1,103.43468152330547,11,Y,0,NEUTRAL,330.2941795645036,2,33,1,B,Rattus norvegicus,Heart,HEK293,,CHEMBL1226,Vascular endothelial growth factor receptor 2,PROTEIN FAMILY,
7835,4753,992,30,Ki,=,13.07959514521748,nM,5.117212068002949,,,CHEMBL569,,0,Small molecule,,206.51868309782165,1.5556173749103808,7,3,64.46023637757625,5,Y,0,ZWITTERION,388.4510320471397,4,24,0,B,Homo sapiens,Brain,HEK293,,CHEMBL1232,Histone deacetylase 1,PROTEIN COMPLEX,Homo sapiens
7836,2463,724,455,IC50,=,17.272935317839636,nM,7.470703608281203,,,CHEMBL655,Compound_7835,2,Small molecule,,338.23659142925425,3.4388641741228265,14,6,97.68514522558503,16,N,1,NEUTRAL,515.0526107351722,2,48,0,B,,Lung,HEK293,,CHEMBL2495,Vascular endothelial growth factor receptor 2,SINGLE PROTEIN,Mus musculus
7837,1117,566,266,EC50,=,6.430848832673267,nM,7.163812516468353,,,CHEMBL1373,Compound_7836,3,Small molecule,,418.4470951807615,2.218401625445253,0,1,137.91271235608764,9,N,0,NEUTRAL,385.5239826512288,1,63,0,B,Homo sapiens,Heart,CHO,,CHEMBL2529,Epidermal growth factor receptor,SINGLE PROTEIN,Homo sapiens
7838,626,687,99,IC50,<=,2.397111549307254,nM,5.719963544272366,,,CHEMBL1400,,4,Small molecule,,390.17478329555473,3.6574987687504326,1,5,37.17001266934053,18,Y,0,ZWITTERION,434.0472667818793,3,33,0,F,Homo sapiens,,HepG2,,CHEMBL4444,Cyclin-dependent kinase 2,SINGLE PROTEIN,Mus musculus
7839,4380,100,450,IC50,<=,21.20190250842983,nM,9.71768024700691,,,CHEMBL1590,Compound_7838,0,Small molecule,,293.62709762431155,2.9569805012381836,12,1,40.38859534428324,10,N,0,ACID,576.8280246335365,3,11,0,A,Homo sapiens,Liver,,,CHEMBL1683,Cyclin-dependent kinase 2,SINGLE PROTEIN,Homo sapiens
7840,1980,39,94,EC50,=,51.55902095154742,nM,8.059987258476678,,,CHEMBL1748,Compound_7839,4,Small molecule,,293.26235412135674,2.3918851789589954,6,0,123.72839396391534,5,Y,0,ACID,363.99537338934164,3,65,0,B,Rattus norvegicus,,CHO,,CHEMBL775,Tyrosine-protein kinase ABL1,PROTEIN COMPLEX,Mus musculus
7841,3995,926,211,Kd,=,161.0593556809517,nM,6.819886550101863,,,CHEMBL4057,Compound_7840,1,Small molecule,,405.2028269232916,3.424359340889157,0,7,142.64447008541973,17,N,1,NEUTRAL,213.8448628515755,2,78,1,F,Mus musculus,Brain,,,CHEMBL3305,Acetylcholinesterase,SINGLE PROTEIN,Homo sapiens
7842,1679,263,295,Ki,=,223.16223043560726,nM,6.660918246465498,,,CHEMBL1768,,3,Small molecule,,298.3740804290179,1.4116225923206398,6,0,50.94782383196947,1,Y,0,NEUTRAL,203.14201475925927,2,54,1,F,Mus musculus,Liver,HepG2,,CHEMBL1010,Cyclin-dependent kinase 2,SINGLE PROTEIN,
7843,223,150,37,IC50,=,21.816945692857693,nM,4.55472943814025,,,CHEMBL4504,,0,Small molecule,,427.77603894369554,1.39693967130074,8,0,63.101816284913525,17,Y,0,NEUTRAL,391.81933678078065,5,67,1,A,Homo sapiens,Heart,,,CHEMBL1464,Vascular endothelial growth factor receptor 2,PROTEIN COMPLEX,
7844,744,633,387,Kd,=,41.03093808943495,nM,8.684085300139614,,,CHEMBL4688,,2,Small molecule,,358.9313839117722,3.19231077693557,2,7,104.15878507533924,12,Y,1,ACID,199.478123359524,4,23,2,B,Homo sapiens,Liver,HEK293,,CHEMBL3834,Dopamine D2 receptor,CELL-LINE,Homo sapiens
7845,463,690,89,Potency,=,0.7004256957978084,nM,4.5018612377872005,,,CHEMBL2931,,2,Small molecule,,469.75004839556055,3.575224424801273,8,3,121.52148780437261,14,N,1,NEUTRAL,319.37376184898557,0,56,0,P,,,HepG2,,CHEMBL2242,Histone deacetylase 1,SINGLE PROTEIN,Homo sapiens
7846,1569,813,418,Kd,=,84.36298088277493,nM,5.204324686162204,,,CHEMBL2768,Compound_7845,0,Small molecule,,346.2952746291823,3.1011592767313436,11,2,85.70055567208321,18,N,0,ACID,223.87458456717272,2,62,0,A,Homo sapiens,Heart,CHO,,CHEMBL297,Acetylcholinesterase,SINGLE PROTEIN,Homo sapiens
7847,3348,330,255,Ki,=,292.2314327850787,nM,4.986969523115526,,,CHEMBL942,,1,Protein,,437.87971989725895,3.023086199426544,14,6,79.50388912570509,4,Y,0,BASE,323.6861616652558,3,65,2,B,Homo sapiens,Lung,HepG2,,CHEMBL631,Matrix metalloproteinase-9,SINGLE PROTEIN,Mus musculus
7848,1737,120,214,IC50,<,74.45993684200424,nM,4.408934924721908,,,CHEMBL2743,,1,Small molecule,,392.43909792881817,1.8730800427498029,4,0,30.786517792924144,16,Y,1,NEUTRAL,389.71935253529654,0,74,0,A,Homo sapiens,,HepG2,,CHEMBL4214,Cyclin-dependent kinase 2,PROTEIN FAMILY,Homo sapiens
7849,4040,584,422,IC50,=,18.247140487102765,nM,8.977508336623135,,,CHEMBL3952,Compound_7848,2,Oligosaccharide,,299.29279124198655,4.840280985472848,5,4,59.48065401224073,10,Y,0,BASE,348.82773088755874,3,58,0,F,Mus musculus,,CHO,,CHEMBL2600,Cyclin-dependent kinase 2,SINGLE PROTEIN,Mus musculus
7850,3952,219,14,EC50,>,2.9559863374299473,nM,9.43776817843911,,,CHEMBL1921,,4,Small molecule,,435.0295584736711,1.0487626821832485,7,6,54.646007991719515,15,Y,0,ACID,397.3428127567094,3,14,0,P,Rattus norvegicus,Liver,HEK293,,CHEMBL327,Cyclin-dependent kinase 2,PROTEIN FAMILY,Homo sapiens
7851,665,906,192,IC50,=,2.970019953362391,nM,7.753105395857413,,,CHEMBL2482,,2,Small molecule,,367.19875125462374,1.1984645703331065,0,3,71.77624323719972,11,Y,0,ACID,491.6398398167604,2,79,0,F,Rattus norvegicus,Liver,CHO,,CHEMBL738,Acetylcholinesterase,PROTEIN COMPLEX,Homo sapiens
7852,1357,910,295,IC50,<,13.64910415443268,nM,9.266530788475603,,,CHEMBL3250,,2,Small molecule,,279.20922873134293,2.226445835881325,4,5,107.12061488287014,3,N,0,NEUTRAL,361.88352086972276,1,48,2,B,Rattus norvegicus,Lung,,,CHEMBL4850,Epidermal growth factor receptor,CELL-LINE,Mus musculus
